"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CHE","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",14282.081,,
"CHE","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",5355.983,,
"GRC","Greece","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"KOR","Korea","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"DNK","Denmark","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"DNK","Denmark","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVN","Slovenia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",10208.067,,
"SVN","Slovenia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",12215.182,,
"GBR","United Kingdom","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",5184.33,,
"SVK","Slovak Republic","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVN","Slovenia","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",11612.967,,
"SVN","Slovenia","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"GRC","Greece","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"RUS","Russia","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"RUS","Russia","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"IRL","Ireland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"z","Not applicable"
"CZE","Czech Republic","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"EST","Estonia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",12378.737,,
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",8816.423,,
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",10007.604,,
"GBR","United Kingdom","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CAN","Canada","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",10833.03,,
